날짜,요일,지점,카테고리,상품,수량,매출
2024-06-02,일,성수,스낵,견과류,1,2574
2024-06-02,일,성수,즉석식품,샌드위치,2,8502
2024-06-02,일,성수,생활용품,물티슈,4,10852
2024-06-02,일,성수,생활용품,건전지,6,18881
2024-06-03,월,강남,음료,이온음료,3,4811
2024-06-03,월,강남,스낵,견과류,2,4875
2024-06-03,월,강남,스낵,감자칩,5,11993
2024-06-03,월,강남,스낵,젤리,2,4287
2024-06-03,월,강남,즉석식품,도시락,3,12240
2024-06-03,월,강남,즉석식품,샌드위치,6,25965
2024-06-03,월,강남,즉석식품,컵라면,6,31117
2024-06-03,월,강남,생활용품,칫솔,2,7417
2024-06-03,월,강남,생활용품,물티슈,3,10305
2024-06-03,월,강남,생활용품,칫솔,2,6092
2024-06-03,월,홍대,음료,아메리카노,2,3209
2024-06-03,월,홍대,스낵,견과류,1,1877
2024-06-03,월,홍대,즉석식품,삼각김밥,5,20361
2024-06-03,월,홍대,생활용품,칫솔,7,19896
2024-06-03,월,홍대,생활용품,우산,4,11000
2024-06-03,월,홍대,생활용품,우산,6,16348
2024-06-03,월,판교,음료,탄산음료,1,1332
2024-06-03,월,판교,음료,생수,2,2576
2024-06-03,월,판교,음료,생수,5,7245
2024-06-03,월,판교,스낵,감자칩,5,11495
2024-06-03,월,판교,스낵,견과류,2,4130
2024-06-03,월,판교,즉석식품,샌드위치,5,17480
2024-06-03,월,판교,즉석식품,컵라면,2,8586
2024-06-03,월,판교,생활용품,우산,4,10948
2024-06-03,월,판교,생활용품,물티슈,3,8484
2024-06-03,월,성수,음료,이온음료,5,6304
2024-06-03,월,성수,스낵,감자칩,2,3254
2024-06-03,월,성수,스낵,초코바,5,7861
2024-06-03,월,성수,스낵,감자칩,3,5664
2024-06-03,월,성수,즉석식품,도시락,7,22024
2024-06-03,월,성수,생활용품,물티슈,4,10076
2024-06-04,화,강남,음료,생수,6,12900
2024-06-04,화,강남,음료,이온음료,7,12215
2024-06-04,화,강남,스낵,젤리,6,16822
2024-06-04,화,강남,스낵,감자칩,6,14212
2024-06-04,화,강남,즉석식품,컵라면,5,26756
2024-06-04,화,강남,즉석식품,도시락,5,26412
2024-06-04,화,강남,생활용품,건전지,2,5810
2024-06-04,화,홍대,음료,탄산음료,3,4266
2024-06-04,화,홍대,음료,탄산음료,1,1448
2024-06-04,화,홍대,스낵,젤리,6,14797
2024-06-04,화,홍대,즉석식품,도시락,1,3593
2024-06-04,화,홍대,생활용품,우산,1,2484
2024-06-04,화,홍대,생활용품,물티슈,6,15648
2024-06-04,화,판교,음료,생수,1,1508
2024-06-04,화,판교,스낵,견과류,4,7632
2024-06-04,화,판교,즉석식품,도시락,1,4296
2024-06-04,화,판교,즉석식품,샌드위치,6,22098
2024-06-04,화,판교,즉석식품,도시락,2,7694
2024-06-04,화,판교,생활용품,물티슈,7,17836
2024-06-04,화,판교,생활용품,물티슈,3,8850
2024-06-04,화,성수,음료,이온음료,3,4106
2024-06-04,화,성수,음료,아메리카노,6,8256
2024-06-04,화,성수,스낵,초코바,2,3450
2024-06-04,화,성수,스낵,견과류,6,10978
2024-06-04,화,성수,스낵,초코바,1,1702
2024-06-04,화,성수,즉석식품,컵라면,4,13276
2024-06-04,화,성수,즉석식품,삼각김밥,6,19299
2024-06-04,화,성수,생활용품,물티슈,5,10170
2024-06-04,화,성수,생활용품,건전지,7,17633
2024-06-05,수,강남,음료,탄산음료,2,3710
2024-06-05,수,강남,음료,이온음료,2,3300
2024-06-05,수,강남,스낵,젤리,4,9425
2024-06-05,수,강남,즉석식품,샌드위치,4,16380
2024-06-05,수,강남,생활용품,건전지,6,22305
2024-06-05,수,홍대,음료,생수,6,10546
2024-06-05,수,홍대,음료,탄산음료,5,8470
2024-06-05,수,홍대,음료,탄산음료,3,5141
2024-06-05,수,홍대,스낵,견과류,6,14982
2024-06-05,수,홍대,스낵,초코바,7,16470
2024-06-05,수,홍대,즉석식품,샌드위치,6,21397
2024-06-05,수,홍대,즉석식품,삼각김밥,6,21364
2024-06-05,수,홍대,즉석식품,도시락,5,19002
2024-06-05,수,홍대,생활용품,우산,7,17586
2024-06-05,수,홍대,생활용품,건전지,6,14896
2024-06-05,수,판교,음료,탄산음료,1,1400
2024-06-05,수,판교,스낵,젤리,3,6369
2024-06-05,수,판교,스낵,초코바,7,14707
2024-06-05,수,판교,즉석식품,삼각김밥,4,15140
2024-06-05,수,판교,생활용품,물티슈,2,5876
2024-06-05,수,판교,생활용품,건전지,5,13785
2024-06-05,수,성수,음료,아메리카노,4,4964
2024-06-05,수,성수,음료,이온음료,7,10231
2024-06-05,수,성수,스낵,견과류,2,3796
2024-06-05,수,성수,즉석식품,삼각김밥,7,21495
2024-06-05,수,성수,생활용품,칫솔,7,14175
2024-06-05,수,성수,생활용품,건전지,2,4899
2024-06-05,수,성수,생활용품,칫솔,3,6309
2024-06-06,목,강남,음료,아메리카노,7,12363
2024-06-06,목,강남,스낵,젤리,7,18795
2024-06-06,목,강남,스낵,견과류,4,10455
2024-06-06,목,강남,즉석식품,삼각김밥,3,15562
2024-06-06,목,강남,즉석식품,도시락,3,12746
2024-06-06,목,강남,즉석식품,샌드위치,5,25693
2024-06-06,목,강남,생활용품,물티슈,3,9273
2024-06-06,목,홍대,음료,아메리카노,6,8738
2024-06-06,목,홍대,음료,탄산음료,4,5790
2024-06-06,목,홍대,스낵,초코바,2,4961
2024-06-06,목,홍대,스낵,견과류,1,2387
2024-06-06,목,홍대,스낵,감자칩,2,4824
2024-06-06,목,홍대,즉석식품,도시락,1,4572
2024-06-06,목,홍대,생활용품,칫솔,1,2755
2024-06-06,목,홍대,생활용품,우산,7,18603
2024-06-06,목,판교,음료,이온음료,2,3184
2024-06-06,목,판교,음료,탄산음료,1,1524
2024-06-06,목,판교,음료,탄산음료,4,5216
2024-06-06,목,판교,스낵,감자칩,7,13664
2024-06-06,목,판교,스낵,감자칩,4,8076
2024-06-06,목,판교,스낵,감자칩,3,6825
2024-06-06,목,판교,즉석식품,컵라면,1,3404
2024-06-06,목,판교,생활용품,건전지,6,16254
2024-06-06,목,판교,생활용품,물티슈,7,18578
2024-06-06,목,성수,음료,생수,3,3620
2024-06-06,목,성수,스낵,감자칩,2,3679
2024-06-06,목,성수,스낵,감자칩,5,10255
2024-06-06,목,성수,즉석식품,삼각김밥,1,3322
2024-06-06,목,성수,즉석식품,샌드위치,2,6627
2024-06-06,목,성수,생활용품,우산,5,11236
2024-06-07,금,강남,음료,생수,5,9162
2024-06-07,금,강남,음료,탄산음료,3,5216
2024-06-07,금,강남,스낵,감자칩,1,2487
2024-06-07,금,강남,스낵,감자칩,6,14325
2024-06-07,금,강남,스낵,젤리,2,5092
2024-06-07,금,강남,즉석식품,샌드위치,6,29355
2024-06-07,금,강남,즉석식품,컵라면,6,29812
2024-06-07,금,강남,즉석식품,도시락,4,16595
2024-06-07,금,강남,생활용품,건전지,7,22286
2024-06-07,금,강남,생활용품,건전지,4,12980
2024-06-07,금,강남,생활용품,건전지,6,19327
2024-06-07,금,홍대,음료,이온음료,1,1527
2024-06-07,금,홍대,스낵,견과류,4,7792
2024-06-07,금,홍대,즉석식품,삼각김밥,6,22407
2024-06-07,금,홍대,생활용품,건전지,5,16098
2024-06-07,금,홍대,생활용품,물티슈,6,15133
2024-06-07,금,홍대,생활용품,우산,4,11611
2024-06-07,금,판교,음료,생수,2,3410
2024-06-07,금,판교,음료,생수,2,3314
2024-06-07,금,판교,스낵,젤리,6,10860
2024-06-07,금,판교,즉석식품,도시락,3,12780
2024-06-07,금,판교,생활용품,물티슈,1,2908
2024-06-07,금,판교,생활용품,칫솔,1,2443
2024-06-07,금,성수,음료,아메리카노,5,7681
2024-06-07,금,성수,스낵,젤리,4,7650
2024-06-07,금,성수,스낵,견과류,1,1828
2024-06-07,금,성수,스낵,젤리,3,5481
2024-06-07,금,성수,즉석식품,도시락,6,20390
2024-06-07,금,성수,생활용품,물티슈,4,9334
2024-06-07,금,성수,생활용품,건전지,3,7038
2024-06-08,토,강남,음료,이온음료,7,15769
2024-06-08,토,강남,음료,이온음료,4,9207
2024-06-08,토,강남,스낵,초코바,5,18090
2024-06-08,토,강남,스낵,젤리,5,18343
2024-06-08,토,강남,즉석식품,도시락,7,50085
2024-06-08,토,강남,즉석식품,샌드위치,4,24131
2024-06-08,토,강남,즉석식품,컵라면,1,6559
2024-06-08,토,강남,생활용품,우산,2,8535
2024-06-08,토,강남,생활용품,우산,1,4372
2024-06-08,토,강남,생활용품,칫솔,2,7863
2024-06-08,토,홍대,음료,탄산음료,1,2531
2024-06-08,토,홍대,음료,생수,2,4300
2024-06-08,토,홍대,스낵,견과류,3,7947
2024-06-08,토,홍대,스낵,견과류,3,9052
2024-06-08,토,홍대,스낵,견과류,1,3033
2024-06-08,토,홍대,즉석식품,삼각김밥,3,15164
2024-06-08,토,홍대,즉석식품,삼각김밥,1,5827
2024-06-08,토,홍대,생활용품,칫솔,2,8117
2024-06-08,토,판교,음료,생수,2,4608
2024-06-08,토,판교,음료,생수,7,12908
2024-06-08,토,판교,스낵,초코바,4,10989
2024-06-08,토,판교,스낵,견과류,3,7780
2024-06-08,토,판교,스낵,감자칩,7,19419
2024-06-08,토,판교,즉석식품,샌드위치,5,26784
2024-06-08,토,판교,즉석식품,도시락,4,22323
2024-06-08,토,판교,즉석식품,컵라면,2,8834
2024-06-08,토,판교,생활용품,우산,6,23522
2024-06-08,토,성수,음료,아메리카노,5,9051
2024-06-08,토,성수,음료,탄산음료,2,3372
2024-06-08,토,성수,스낵,젤리,2,4891
2024-06-08,토,성수,즉석식품,샌드위치,6,29262
2024-06-08,토,성수,즉석식품,도시락,3,12327
2024-06-08,토,성수,즉석식품,도시락,6,30902
2024-06-08,토,성수,생활용품,건전지,1,2922
2024-06-08,토,성수,생활용품,칫솔,4,13564
2024-06-08,토,성수,생활용품,건전지,3,8197
2024-06-09,일,강남,음료,생수,1,2804
2024-06-09,일,강남,스낵,감자칩,1,3587
2024-06-09,일,강남,스낵,초코바,5,16014
2024-06-09,일,강남,즉석식품,도시락,3,19176
2024-06-09,일,강남,즉석식품,삼각김밥,3,18154
2024-06-09,일,강남,즉석식품,샌드위치,5,33724
2024-06-09,일,강남,생활용품,우산,1,4281
2024-06-09,일,강남,생활용품,우산,3,12104
2024-06-09,일,홍대,음료,이온음료,5,11182
2024-06-09,일,홍대,음료,아메리카노,7,14251
2024-06-09,일,홍대,음료,이온음료,2,4939
2024-06-09,일,홍대,스낵,초코바,6,16955
2024-06-09,일,홍대,즉석식품,샌드위치,3,15400
2024-06-09,일,홍대,생활용품,우산,5,17159
2024-06-09,일,판교,음료,생수,6,11275
2024-06-09,일,판교,스낵,견과류,1,3030
2024-06-09,일,판교,스낵,초코바,3,7528
2024-06-09,일,판교,즉석식품,컵라면,4,20001
2024-06-09,일,판교,즉석식품,샌드위치,4,22264
2024-06-09,일,판교,즉석식품,컵라면,5,26595
2024-06-09,일,판교,생활용품,칫솔,6,19375
2024-06-09,일,판교,생활용품,칫솔,2,6185
2024-06-09,일,판교,생활용품,물티슈,2,6455
2024-06-09,일,성수,음료,탄산음료,1,1608
2024-06-09,일,성수,스낵,감자칩,5,13929
2024-06-09,일,성수,스낵,감자칩,7,15530
2024-06-09,일,성수,스낵,초코바,5,12824
2024-06-09,일,성수,즉석식품,삼각김밥,6,29546
2024-06-09,일,성수,생활용품,칫솔,4,13311
2024-06-10,월,강남,음료,아메리카노,6,12202
2024-06-10,월,강남,음료,아메리카노,6,11212
2024-06-10,월,강남,음료,생수,6,9840
2024-06-10,월,강남,스낵,견과류,1,2500
2024-06-10,월,강남,스낵,견과류,5,11862
2024-06-10,월,강남,스낵,젤리,4,10755
2024-06-10,월,강남,즉석식품,샌드위치,2,10165
2024-06-10,월,강남,생활용품,우산,2,6452
2024-06-10,월,홍대,음료,이온음료,5,8536
2024-06-10,월,홍대,음료,생수,4,6842
2024-06-10,월,홍대,음료,생수,7,11272
2024-06-10,월,홍대,스낵,젤리,1,2125
2024-06-10,월,홍대,스낵,초코바,6,11899
2024-06-10,월,홍대,즉석식품,샌드위치,7,32948
2024-06-10,월,홍대,생활용품,물티슈,4,11475
2024-06-10,월,홍대,생활용품,칫솔,4,11624
2024-06-10,월,홍대,생활용품,칫솔,7,20374
2024-06-10,월,판교,음료,이온음료,4,5652
2024-06-10,월,판교,음료,탄산음료,7,11851
2024-06-10,월,판교,음료,아메리카노,4,5980
2024-06-10,월,판교,스낵,초코바,4,8496
2024-06-10,월,판교,스낵,초코바,2,3706
2024-06-10,월,판교,즉석식품,삼각김밥,2,7444
2024-06-10,월,판교,즉석식품,컵라면,1,4237
2024-06-10,월,판교,생활용품,우산,7,16611
2024-06-10,월,판교,생활용품,우산,2,5606
2024-06-10,월,판교,생활용품,건전지,5,12240
2024-06-10,월,성수,음료,생수,4,6174
2024-06-10,월,성수,음료,아메리카노,4,5889
2024-06-10,월,성수,음료,아메리카노,2,2880
2024-06-10,월,성수,스낵,견과류,1,1812
2024-06-10,월,성수,스낵,견과류,4,7628
2024-06-10,월,성수,즉석식품,삼각김밥,5,19624
2024-06-10,월,성수,생활용품,우산,2,4098
2024-06-10,월,성수,생활용품,물티슈,4,9187
2024-06-10,월,성수,생활용품,건전지,5,13396
2024-06-11,화,강남,음료,이온음료,1,2097
2024-06-11,화,강남,스낵,초코바,5,11868
2024-06-11,화,강남,스낵,초코바,1,2327
2024-06-11,화,강남,스낵,초코바,5,11506
2024-06-11,화,강남,즉석식품,도시락,4,20730
2024-06-11,화,강남,생활용품,물티슈,3,11032
2024-06-11,화,강남,생활용품,물티슈,6,18622
2024-06-11,화,강남,생활용품,우산,4,11575
2024-06-11,화,홍대,음료,탄산음료,6,10771
2024-06-11,화,홍대,스낵,초코바,1,2491
2024-06-11,화,홍대,스낵,감자칩,3,6784
2024-06-11,화,홍대,스낵,감자칩,3,6283
2024-06-11,화,홍대,즉석식품,도시락,4,17010
2024-06-11,화,홍대,생활용품,칫솔,4,11968
2024-06-11,화,판교,음료,생수,5,7990
2024-06-11,화,판교,음료,탄산음료,7,9849
2024-06-11,화,판교,스낵,견과류,7,15099
2024-06-11,화,판교,스낵,감자칩,5,8645
2024-06-11,화,판교,스낵,견과류,4,6864
2024-06-11,화,판교,즉석식품,삼각김밥,1,3663
2024-06-11,화,판교,즉석식품,컵라면,5,20825
2024-06-11,화,판교,생활용품,우산,1,2387
2024-06-11,화,판교,생활용품,칫솔,5,12810
2024-06-11,화,판교,생활용품,칫솔,7,20216
2024-06-11,화,성수,음료,탄산음료,2,2494
2024-06-11,화,성수,스낵,초코바,3,4600
2024-06-11,화,성수,스낵,젤리,5,7843
2024-06-11,화,성수,스낵,초코바,3,4603
2024-06-11,화,성수,즉석식품,삼각김밥,2,6390
2024-06-11,화,성수,즉석식품,샌드위치,6,19710
2024-06-11,화,성수,생활용품,건전지,4,10663
2024-06-11,화,성수,생활용품,우산,3,6747
2024-06-12,수,강남,음료,탄산음료,6,12232
2024-06-12,수,강남,음료,생수,5,8568
2024-06-12,수,강남,음료,탄산음료,4,8105
2024-06-12,수,강남,스낵,젤리,5,11968
2024-06-12,수,강남,즉석식품,삼각김밥,2,10275
2024-06-12,수,강남,즉석식품,삼각김밥,5,22493
2024-06-12,수,강남,생활용품,칫솔,2,6895
2024-06-12,수,강남,생활용품,물티슈,4,13365
2024-06-12,수,강남,생활용품,물티슈,3,9138
2024-06-12,수,홍대,음료,생수,2,3440
2024-06-12,수,홍대,스낵,감자칩,1,1898
2024-06-12,수,홍대,스낵,감자칩,4,9574
2024-06-12,수,홍대,즉석식품,도시락,3,11398
2024-06-12,수,홍대,즉석식품,샌드위치,7,33287
2024-06-12,수,홍대,생활용품,건전지,7,17648
2024-06-12,수,홍대,생활용품,물티슈,4,10621
2024-06-12,수,판교,음료,생수,2,3052
2024-06-12,수,판교,음료,탄산음료,7,9912
2024-06-12,수,판교,스낵,초코바,6,12054
2024-06-12,수,판교,스낵,초코바,7,15281
2024-06-12,수,판교,즉석식품,샌드위치,5,18655
2024-06-12,수,판교,즉석식품,삼각김밥,7,26138
2024-06-12,수,판교,생활용품,건전지,7,17892
2024-06-12,수,판교,생활용품,우산,6,13542
2024-06-12,수,판교,생활용품,건전지,6,15294
2024-06-12,수,성수,음료,탄산음료,3,4379
2024-06-12,수,성수,음료,이온음료,3,4649
2024-06-12,수,성수,음료,이온음료,5,7200
2024-06-12,수,성수,스낵,젤리,7,11081
2024-06-12,수,성수,즉석식품,컵라면,2,7086
2024-06-12,수,성수,즉석식품,도시락,7,23265
2024-06-12,수,성수,즉석식품,삼각김밥,6,18268
2024-06-12,수,성수,생활용품,건전지,6,12528
2024-06-12,수,성수,생활용품,건전지,1,2380
2024-06-13,목,강남,음료,이온음료,4,6990
2024-06-13,목,강남,음료,이온음료,1,2096
2024-06-13,목,강남,스낵,견과류,6,16042
2024-06-13,목,강남,스낵,초코바,1,2762
2024-06-13,목,강남,스낵,견과류,1,2791
2024-06-13,목,강남,즉석식품,도시락,7,29627
2024-06-13,목,강남,즉석식품,컵라면,2,9732
2024-06-13,목,강남,생활용품,건전지,4,12310
2024-06-13,목,홍대,음료,이온음료,4,6116
2024-06-13,목,홍대,음료,이온음료,3,4913
2024-06-13,목,홍대,스낵,초코바,7,16077
2024-06-13,목,홍대,스낵,감자칩,7,13975
2024-06-13,목,홍대,스낵,감자칩,4,7532
2024-06-13,목,홍대,즉석식품,컵라면,4,18462
2024-06-13,목,홍대,즉석식품,샌드위치,6,25766
2024-06-13,목,홍대,생활용품,우산,7,21036
2024-06-13,목,홍대,생활용품,물티슈,4,10366
2024-06-13,목,홍대,생활용품,우산,5,16203
2024-06-13,목,판교,음료,아메리카노,2,3310
2024-06-13,목,판교,음료,생수,7,10738
2024-06-13,목,판교,음료,이온음료,6,7680
2024-06-13,목,판교,스낵,견과류,5,10190
2024-06-13,목,판교,스낵,감자칩,6,12282
2024-06-13,목,판교,즉석식품,컵라면,7,24038
2024-06-13,목,판교,즉석식품,컵라면,1,4104
2024-06-13,목,판교,즉석식품,도시락,6,25194
2024-06-13,목,판교,생활용품,건전지,7,17164
2024-06-13,목,성수,음료,생수,2,2505
2024-06-13,목,성수,음료,탄산음료,7,10017
2024-06-13,목,성수,스낵,젤리,7,11749
2024-06-13,목,성수,스낵,견과류,5,10210
2024-06-13,목,성수,스낵,초코바,7,12411
2024-06-13,목,성수,즉석식품,도시락,5,17991
2024-06-13,목,성수,즉석식품,샌드위치,7,25811
2024-06-13,목,성수,생활용품,우산,2,4753
2024-06-13,목,성수,생활용품,우산,5,12897
2024-06-14,금,강남,음료,탄산음료,5,8231
2024-06-14,금,강남,음료,아메리카노,5,9025
2024-06-14,금,강남,음료,생수,1,1708
2024-06-14,금,강남,스낵,초코바,6,13477
2024-06-14,금,강남,즉석식품,샌드위치,3,12116
2024-06-14,금,강남,즉석식품,컵라면,5,21912
2024-06-14,금,강남,생활용품,건전지,1,3015
2024-06-14,금,강남,생활용품,건전지,7,25593
2024-06-14,금,홍대,음료,이온음료,7,10703
2024-06-14,금,홍대,음료,아메리카노,4,7383
2024-06-14,금,홍대,음료,아메리카노,7,11765
2024-06-14,금,홍대,스낵,젤리,4,10115
2024-06-14,금,홍대,즉석식품,샌드위치,6,28446
2024-06-14,금,홍대,즉석식품,삼각김밥,5,22352
2024-06-14,금,홍대,생활용품,칫솔,6,14784
2024-06-14,금,홍대,생활용품,건전지,2,5302
2024-06-14,금,판교,음료,이온음료,6,9594
2024-06-14,금,판교,스낵,견과류,3,6240
2024-06-14,금,판교,스낵,견과류,3,6225
2024-06-14,금,판교,즉석식품,컵라면,1,3814
2024-06-14,금,판교,즉석식품,도시락,1,3289
2024-06-14,금,판교,즉석식품,삼각김밥,2,8346
2024-06-14,금,판교,생활용품,건전지,6,14910
2024-06-14,금,판교,생활용품,물티슈,6,16512
2024-06-14,금,성수,음료,생수,4,5238
2024-06-14,금,성수,음료,이온음료,2,3092
2024-06-14,금,성수,음료,이온음료,5,7681
2024-06-14,금,성수,스낵,젤리,5,8640
2024-06-14,금,성수,스낵,초코바,7,11478
2024-06-14,금,성수,스낵,젤리,1,2002
2024-06-14,금,성수,즉석식품,삼각김밥,4,13942
2024-06-14,금,성수,즉석식품,샌드위치,6,21810
2024-06-14,금,성수,즉석식품,도시락,2,6440
2024-06-14,금,성수,생활용품,물티슈,5,10687
2024-06-14,금,성수,생활용품,물티슈,3,5988
2024-06-15,토,강남,음료,생수,2,5119
2024-06-15,토,강남,스낵,젤리,4,12359
2024-06-15,토,강남,스낵,견과류,7,20223
2024-06-15,토,강남,즉석식품,컵라면,7,38886
2024-06-15,토,강남,즉석식품,삼각김밥,2,12241
2024-06-15,토,강남,생활용품,물티슈,2,9902
2024-06-15,토,강남,생활용품,우산,3,12549
2024-06-15,토,강남,생활용품,물티슈,6,28775
2024-06-15,토,홍대,음료,탄산음료,2,4606
2024-06-15,토,홍대,음료,아메리카노,6,11484
2024-06-15,토,홍대,스낵,초코바,3,8673
2024-06-15,토,홍대,스낵,젤리,7,17931
2024-06-15,토,홍대,스낵,감자칩,3,7996
2024-06-15,토,홍대,즉석식품,컵라면,1,5200
2024-06-15,토,홍대,생활용품,물티슈,6,25767
2024-06-15,토,홍대,생활용품,우산,2,8158
2024-06-15,토,홍대,생활용품,물티슈,7,28950
2024-06-15,토,판교,음료,아메리카노,3,5337
2024-06-15,토,판교,스낵,감자칩,2,5443
2024-06-15,토,판교,즉석식품,샌드위치,6,35040
2024-06-15,토,판교,즉석식품,샌드위치,2,11080
2024-06-15,토,판교,생활용품,물티슈,1,3391
2024-06-15,토,판교,생활용품,칫솔,7,22547
2024-06-15,토,판교,생활용품,우산,6,22914
2024-06-15,토,성수,음료,이온음료,1,1907
2024-06-15,토,성수,음료,탄산음료,2,3790
2024-06-15,토,성수,음료,이온음료,1,1737
2024-06-15,토,성수,스낵,견과류,4,9185
2024-06-15,토,성수,스낵,초코바,1,2488
2024-06-15,토,성수,즉석식품,컵라면,7,34751
2024-06-15,토,성수,즉석식품,샌드위치,4,17899
2024-06-15,토,성수,생활용품,우산,1,3602
2024-06-15,토,성수,생활용품,건전지,3,10596
2024-06-15,토,성수,생활용품,우산,2,6940
2024-06-16,일,강남,음료,생수,1,2247
2024-06-16,일,강남,스낵,젤리,7,25337
2024-06-16,일,강남,즉석식품,샌드위치,4,26257
2024-06-16,일,강남,즉석식품,도시락,4,24367
2024-06-16,일,강남,생활용품,칫솔,6,24968
2024-06-16,일,홍대,음료,이온음료,4,9860
2024-06-16,일,홍대,음료,생수,3,6508
2024-06-16,일,홍대,음료,아메리카노,3,7564
2024-06-16,일,홍대,스낵,젤리,7,17785
2024-06-16,일,홍대,스낵,젤리,2,6023
2024-06-16,일,홍대,즉석식품,삼각김밥,3,18973
2024-06-16,일,홍대,즉석식품,삼각김밥,1,6226
2024-06-16,일,홍대,생활용품,건전지,6,22488
2024-06-16,일,홍대,생활용품,건전지,4,17635
2024-06-16,일,판교,음료,아메리카노,5,8761
2024-06-16,일,판교,음료,아메리카노,3,6147
2024-06-16,일,판교,스낵,견과류,1,2836
2024-06-16,일,판교,즉석식품,샌드위치,6,27880
2024-06-16,일,판교,생활용품,우산,2,6750
2024-06-16,일,판교,생활용품,우산,5,16524
2024-06-16,일,성수,음료,탄산음료,1,1624
2024-06-16,일,성수,음료,생수,6,12334
2024-06-16,일,성수,스낵,견과류,4,8893
2024-06-16,일,성수,즉석식품,샌드위치,1,5178
2024-06-16,일,성수,생활용품,건전지,7,25021
2024-06-17,월,강남,음료,생수,3,6277
2024-06-17,월,강남,음료,탄산음료,2,3957
2024-06-17,월,강남,음료,아메리카노,3,5118
2024-06-17,월,강남,스낵,견과류,7,15723
2024-06-17,월,강남,즉석식품,샌드위치,5,26125
2024-06-17,월,강남,즉석식품,샌드위치,3,13908
2024-06-17,월,강남,생활용품,물티슈,5,17518
2024-06-17,월,홍대,음료,생수,2,2899
2024-06-17,월,홍대,음료,이온음료,1,1548
2024-06-17,월,홍대,음료,이온음료,6,10837
2024-06-17,월,홍대,스낵,초코바,7,16547
2024-06-17,월,홍대,스낵,초코바,7,14499
2024-06-17,월,홍대,즉석식품,삼각김밥,4,17437
2024-06-17,월,홍대,즉석식품,샌드위치,2,9402
2024-06-17,월,홍대,즉석식품,샌드위치,6,26855
2024-06-17,월,홍대,생활용품,물티슈,3,7741
2024-06-17,월,홍대,생활용품,우산,1,3128
2024-06-17,월,홍대,생활용품,물티슈,7,21791
2024-06-17,월,판교,음료,이온음료,3,4071
